key,Column 3
5858,"Just like that, now. Take it nice and easy."
5859,"Truth be told, I enjoy working in silence."
5860,You'll want to climb up to make sure everything is in place.
5861,I can see I still have much to learn from my seniors...
5862,Now you're talking. I'm famished!
5863,Shall we take a short respite?
5864,Your stamina has improved greatly. Consider me impressed.
5865,Always remember: endurance is as important as technique─if not more so.
5866,"Thanks, Chief! I've trained hard for this day!"
5867,I'd best take another look at the plans...
5868,"Endurance indeed. I thank you for your wisdom, Chief."
5869,"Be careful now, will you!?"
5870,I've never seen wood of such quality!
5871,"I've got it down this time, I swear. Just watch me n─owww!"
5872,How did I know that was going to happen...?
5873,Bam! Bam! Bam!
5874,I wouldn't mind living in a house like this myself!
5875,"Keep it up, and you'll need my supervision no longer."
5876,"Don't get ahead of yourself, now. One nail at a time."
5877,"Heh! I could never have done it without you, Chief!"
5878,Could it be? Are we ahead of schedule?
5879,"I will endeavor to do just that, milo─er, Chief."
5880,"Develop an eye for quality materials, and it will serve you well."
5881,"Just need to smooth and polish, now..."
5882,"I've developed quite the discerning eye, if I do say so myself..."
5883,Do we have all we need?
5884,"'Tis an honor to serve, Chief."
5885,"You've quite an aptitude for art, I'd say."
5886,I reckon I'm even more talented with a chisel than with a hammer!
5887,"I mean not to boast, but I have trained some in artistic pursuits."
5888,Consider it done!
5889,Here it is! You know where it all goes. Thank you kindly!
5890,Well? What do you think?
5891,Remember: the final inspection's nigh as important as the job itself.
5892,This won't hold in its current state. Better to reinforce it further.
5893,Not a crack or blemish to speak of!
5894,"That should do it! Now, to take one final look..."
5895,"As you command, Chief."
5896,"You require a demonstration, you say? Very well, then..."
5897,The key is to put your whole body into it. Now behold! Hyaaaaaaaaah!
5898,You'll get the hang of it in no time.
5899,What in the hells is this made of? My axe's scarcely even scratching it!
5900,"If only the chief would give me a private lesson, too..."
5901,Such power!
5902,The student has become a teacher. What a marvelous sight!
5903,This task is mine─and mine alone!
5904,"It's all in the hips, you see?"
5905,'Tis not nearly so simple as it looks. Your wisdom is invaluable.
5906,How did it go again? The chief makes it look so easy...
5907,For the Firmament! For the chief! For our future!
5908,"You've come a long way, haven't you?"
5909,She'll notice me sooner or later─I just know it!
5910,That's the way!
5911,He-YAH!
5912,Is my work satisfactory?
5913,Mark my words: you will break before me. Hah!
5914,Ngggh... Yah!
5915,"To think the reconstruction effort is almost at an end... Such a bittersweet feeling, it is."
5916,"Well, look who's showing the rookies the ropes now!"
5917,I still remember the day he first joined up. He's like a whole new man!
5918,Worry not─I'll show you how it's done!
5919,"You are truly a generous teacher, my friend."
5920,"Don't overdo it. Injure yourself, and you'll be no use to anyone."
5921,You've got a knack for numbers. We've sorely needed someone like you.
5922,"This is quality stone, Chief! I can vouch for it!"
5923,I can't shake the feeling that we're running low...
5924,"I've done the calculations, and I do believe we have sufficient quantities of everything."
5925,I just finished my count─I guarantee you I overlooked nothing!
5926,"Thanks to you, I've neither a dearth nor a surplus of supplies!"
5927,That's the last task on my list. I'd best check back at the skybuilders' board.
5928,Aha...duly noted.
5929,Everything seems to be in good order here.
5930,"Yes, <Emphasis>this</Emphasis>! <Emphasis>This</Emphasis> shall be my magnum opus!"
5931,Oho! I can scarcely wait to see the finished work!
5932,Is there no limit to this man's talent and passion!?
5933,"Why, it is as if the city comes to life on his canvas!"
5934,Are my eyes to be believed?
5935,"Practice makes perfect, after all!"
5936,My fingers don't sting for once! Amazing!
5937,Pray teach me to wield the hammer with such skill.
5938,Excellent. Make sure to teach the others.
5939,"Looking good. Carry on, carry on..."
5940,Precision and speed. Both are essential...
5941,Where'd the chief go...?
5942,"Might I trouble you to inspect my work, Chief?"
5943,Hyah! Hyah!
5944,But of course! I'll be finished here any moment...
5945,We have another task for you...
5946,Look at how he's grown...
5947,Generous souls went out of their way to gather these materials for us. We must make the most of them.
5948,"Remember, quantity means nothing without quality!"
5949,I am indebted to you for your wisdom.
5950,I can scarce feel my hands!
5951,"Have we finished, then...?"
5952,She's twitching... Is that normal?
5953,Nothing quite like a kiln-fresh familiar.
5954,I never knew familiar-creation could be so rough...
5955,Do you reckon these are dry yet?
5956,"Welcome to the Firmament, my dear madam! What brings you to these heavenly environs today?"
5957,I make for the Abacus. They say some most exquisite silks from the Far East have arrived!
5958,How splendid! Might I have the honor of escorting you there?
5959,"You are far too kind, my good ser. 'Twould be a pleasure."
5960,Fine furs and hides to shelter your skin from the bitter cold!
5961,Have anythin' what needs fixin'? I'm your man!
5962,I've never seen anything quite like it...
5963,"Say no more, my good man! I have everything you need..."
5964,Do you perchance have needles and thread in supply? I mean to learn weaving...
5965,"Mayhap I, too, will write my memoirs one day..."
5966,Ow! I want to find whoever dropped that kupo nut on the street and slap them silly!
5967,To soak a bit longer or head for the steam baths? <Emphasis>That</Emphasis> is the question...
5968,What a breathtaking sight...!
5969,
5970,A studio befitting my prodigious talents!
5971,My masterpieces will surely fetch good coin in Featherfall...
5972,I will stop at nothing to see the Firmament safe for residents and visitors alike!
5973,"All right, time to make the rounds again..."
5974,This is our new home! Isn't it lovely?
5975,How warm and toasty it must be inside!
5976,How long does she mean to keep me waiting...?
5977,I bought some fine wine from a distant land. What say we raise a toast?
5978,"Beg pardon, but what are you doing in front of our house?"
5979,"Finally, my dear sister and I have a home of our own!"
5980,Let's go inside. We'll catch our death of cold out here.
5981,"The child will meet us here, they say?"
5982,So I was told. Let us give her the warmest of welcomes.
5983,"W-Welcome, child─er, my daughter."
5984,"Forgive your father, my dear. He can be terribly stiff on these occasions."
5985,Father! Mother! How happy I am to be part of your family!
5986,"Well, doesn't your coat look so warm and toasty!"
5987,Baaaaaa! Baaaaaa!
5988,And what a fine nest this is!
5989,"Thanks to Ehll Tou, we're now allowed to live here, too!"
5990,My back aches just looking at her...
5991,It's all in the hips!
5992,"Well, look who's come to visit!"
5993,"Might I join you, kupo?"
5994,'Tis my duty to see that all the instruments are tuned to perfection.
5995,What a magnificent structure! Whatever do you suppose it's for?
5996,They say it's to serve as lodgings for luminaries and guests of honor.
5997,No entry allowed. The interior is still undergoing renovations.
5998,But that's all the coin I have...
5999,"The other vendors may not be open for business yet, but we certainly are!"
6000,How far this place has come...
6001,"So these are our new barracks, eh?"
6002,We'll need to ensure they're properly outfitted...
6003,Just look at this place! When are we moving in?
6004,"Grow strong, my seedlings..."
6005,Headed to the Pillars? They're just beyond here.
6006,Ahhh! Who needs a waterfall when we have this right here in town?
6007,When will they let us in to play?
6008,Baaaaaa!
6009,Poor thing! Are you lost?
6010,"Where, oh where did my dear little Dolly run off to!?"
6011,The owner of this home is a stickler for detail. I don't want to see a single nail out of place!
6012,"Oh, thank you for lighting my lovelies. Did they not shine so beautifully in the sky?"
6013,Captain... Pray let me retire while my limbs are still intact...
6014,Oh! I know the perfect lullaby!
6015,Whatever must I do to get you to close your eyes...?
6016,Let's take it to old Marcelloix's shop. There's nothing he can't fix.
6017,"It's broken! Whatever can I do, Grandpa?"
6018,I...I'm f-fine! Honest!
6019,Worry not! I'll catch you!
6020,"Next, it's my time to shine!"
6021,"Ah, nothing like a dance to forget one's worries!"
6022,They'll never think to look for me here...
6023,Looks like it wasn't such a good hiding place after all...
6024,And now you're on our side. Let's look for the other two!
6025,Haha! Found you!
6026,Ungh...
6027,Only healers and staff are permitted on the upper levels.
6028,Nothing I can't bear. I will be out of this place in no time.
6029,"Does it hurt, my dear?"
6030,What I wouldn't give to walk the streets again...
6031,Now where did I leave that phial?
6032,Did you sleep well?
6033,But I'm glad you didn't keep me waiting here too long!
6034,"All looks in order, you say? Splendid!"
6035,Hah! That's what I like to see.
6036,"Not a scratch on it, Chief!"
6037,"No issues in terms of quantity or quality, milord."
6038,How do our stores hold up?
6039,Have you any tasks for me?
6040,Have I ever! Where to begin...?
6041,"Fine, ignore me like that! I'll show them I can do the work as well as anyone."
6042,No rest for the weary...
6043,This is taking its toll on my back...
6044,Indeed...
6045,This one's a quick learner...
6046,"Rest is important, too! Even the chief says so!"
6047,That's not fair! You're better at this than me!
6048,I do believe I've got the knack of this...
6049,You've grown into a fine craftsman!
6050,"You've got skill, that much is certain."
6051,"How does it look, Chief?"
6052,"I'm working hard, too, Chief! Look at me!"
6053,"Fingers out of the way... Steady, now..."
6054,If I had two hammers...♪
6055,Not a single nail sticking out─superb!
6056,All tasks are proceeding apace!
6057,How do we fare?
6058,"I'm working hard, I promise!"
6059,No delays─that's what I like to see.
6060,Concentrate...concentrate...
6061,<sniffle> How they've grown...
6062,Would be nice to walk these streets together when our work is done...
6063,"Soon, we'll be going our separate ways..."
6064,That's the way!
6065,I'm taking a nice hot bath soon as my work is done.
6066,"Yes, this should more than suffice."
6067,I said <Emphasis>don't</Emphasis> look down!
6068,The end is in sight! No slacking off till the job is done!
6069,Fascinating...
6070,Where do you suppose the chief will go when the work is done...?
6071,'Twould be my pleasure.
6072,"Why, yes...all appears to be in good order."
6073,The chief says not a single spot is to be overlooked.
6074,"Oh, thank the heavens! I knew I could count on you!"
6075,Why does no one come to my aid!? Can they not see the pain I'm in!?
6076,"Do not abandon me so! Oh, how I suffer!"
6077,You again. What is it this time?
6078,"This goes here, and─yes, that should be right."
6079,We could have used one of these earlier.
6080,Now for the finishing touch!
6081,"Soon, they shall all be connected..."
6082,"They're convenient enough to use, but a real hassle to carry..."
6083,Where does this go again?
6084,"I've been working as hard as anyone! Harder, even! The hardest!"
6085,It is hard to believe our work is almost done...
6086,"Truly, this is my greatest work yet!"
6087,Yes! My muse speaks to me!
6088,You have done well to come this far!
6089,"Thanks to you, Lord Francel's vision for the Firmament is realized at last!"
6090,You should be proud of yourselves today. Hold your heads high!
6091,I have no words...
6092,Huzzah! Huzzah!
6093,"My muscles throb, but my spirit sings!"
6094,This should loosen you up...
6095,A little lower─ahhh! That hits the spot!
6096,Ahhh! This is the life...
6097,"Brrrrrr! The Fury take me, it's freezing!"
6098,"Hot, then cold, then hot, then cold. Nothing better for the body..."
6099,I'll last longer than yesterday. Just you watch...
6100,We'll be open for business shortly.
6101,I can feel all my aches and worries melting away...
6102,Ahhh... Simply heavenly...
6103,Nothin' like a flagon of Ishgard's finest after a soak in the springs!
6104,These ruins seem to stretch on forever...
6105,"My, what a fascinating magick construct."
6106,"When you are ready, we can begin our search for Misija."
6107,"Please be careful, <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>!"
6108,Imperials!
6109,All right. I'm ready.
6110,
6111,
6112,
6113,
6114,
6115,
6116,
6117,
6118,
6119,
6120,
6121,
6122,
6123,
6124,"Save some for me, kupo!"
6125,"This cookie's mine, kupo!"
6126,The walking ones have such exciting festivals!
6127,This one loves to frolic and play!
6128,"Tee hee!
These eggs are perfect for hiding in!"
6129,"Such a heavenly smell, kupo!"
6130,"Keep those cookies coming, kupo!"
6131,"<belch> Oh!
Excuse me, kupo!"
6132,"Hopefully, Tiamat's wounds are not too severe..."
6133,Our efforts may have helped Arenvald and Fordola escape...
6134,Is that the last we've seen of Bahamut?
6135,The Amalj'aa will not soon forget this day...
6136,"Our allies have steered well clear of the tower, for good reason."
6137,Those kobolds certainly know how to handle themselves!
6138,"Isn't it beautiful, T'kebbe? I wish I knew the story behind how it was made..."
6139,I bet it's even yummier than it is pretty!
6140,What a lovely dessert! I wonder if there's pineapple in it...
6141,"Today, my dear girls, you feast on frosty goodness!"
6142,"Gods, why does the sun have to be so strong? Ungh..."
6143,Lord Emmanellain! Perhaps we should move to the shade...
6144,!!!
6145,...
6146,You're gonna eat <Emphasis>that</Emphasis>?
6147,The might of our muscles...
6148,...will blast away the Bombard menace!
6149,Bam! Bam!
6150,Here's hoping we don't see any more near-drownings...
6151,What a frightening sight that was!
6152,I'm just glad the poor girl is safe...
6153,Talk about a tasty and refreshing treat!
6154,"So crisp on the outside, and fluffy within!"
6155,"Why, it absolutely melts in your mouth!"
6156,What is this flush I feel all of a sudden...?
6157,What is this chill that goes down my spine? Has that icy fiend returned...?
6158,"Oh, sweet and frosty succor of the gods! I'm practically melting in here..."
6159,C-Captain! Before you eat that...
6160,We may have gone a little too far...
6161,Nonsense! We deserve a respite for once.
6162,Kweh!
6163,"Nay, we cannot forget the past...but neither should we be bound by it."
6164,"Aye, we forge on.
Here's to new paths!"
6165,I'm planning to find work in Werlyt.
6166,But there's still plenty that needs doing here...
6167,I can't remember the last time the sea was this calm...
6168,Greetings and welcome to the Firmament!
6169,What a jolly dance!
6170,"Isn't it, though?"
6171,"Come for the fun, stay for the food!"
6172,"Mmmmmm, festival food..."
6173,Join us in the Skyrise Celebration!
6174,I do like me a good celebration...
6175,They love me! Everyone loves me! <sob>
6176,Whoa! How does he do that?
6177,Hurts my fingers just to look at it...
6178,Why meeeeee...!?
6179,"Get a hold of yourself, already!"
6180,There's something for everyone!
6181,The children are going to love this!
6182,"We source only the finest, freshest Coerthan fruits."
6183,"Oh, Sister! Don't they look delicious?"
6184,"Lycelle and the others would just love it, I'm sure!"
6185,I didn't know there were so many varieties of apples...
6186,Sweets for the sweet?
6187,"Oh, it's so hard to choose!"
6188,There's only one solution: try everything!
6189,"Take that, you adulterous scoundrel!"
6190,She's yet to miss!
6191,"I'm with you, sister!"
6192,"I don't know much about foreign dances, but I know what I like!"
6193,I want one of those costumes.
6194,"Mmmmmm, simple pleasures..."
6195,"Mmmmmm, decadent delicacies..."
6196,There's a festival going on!
6197,"Come on, let's check it out!"
6198,"Ooh, sounds like fun!"
6199,Yeah!
6200,Meow! Meow!
6201,Purrr...
6202,Meow?
6203,Meow.♪
6204,How thoughtful of them to build a workshop for artists like myself...
6205,Shall I fashion a few ornaments to brighten the place up?
6206,This stained crystal was inspired by your masterpieces...
6207,I wonder how the chief is faring these days...?
6208,"I miss her, too, but we've a job to do here."
6209,"Well, look who's here. Working hard as ever, I would hope?"
6210,Chief! You remembered us!
6211,"Keep up the effort, and one day you'll be master builders yourselves!"
6212,Chief! Chiiieeef! We missed you so!
6213,I hear the new public bathhouse is open for business.
6214,"Bathhouse, you say? I could use a soak to warm these bones!"
6215,Who'd have thought these streets would ever shine like this?
6216,It's all thanks to those skybuilders!
6217,"Your hammer served us well, eh?"
6218,Of course it did! You expected any less?
6219,The hero of Ishgard? Here? Why didn't you say so sooner!?
6220,You'll never guess who they say paid a visit here to the Firmament!
6221,Now I'm working up a sweat!
6222,<sniff> Urk─you're telling me...
6223,"Gah, I can't decide..."
6224,One of us! One of us!
6225,"Where's the lucky toy hidden?
Wouldn't you like to know!"
6226,Take it to Perky Piggy!
6227,These presents are for artisans.
6228,Off you go and give it to an artisan.
6229,These presents are for merchants.
6230,Please give it to a merchant.
6231,This little lot here is for children.
6232,Go on and give it to a child.
6233,"Work that needle! Aye, work it!"
6234,Remember to lift with your knees!
6235,Hurry and take it to the central plaza!
6236,I've never seen so many stuffed toys in one place!
6237,More! We need more stuffed toys!
6238,Make as many as you can!
6239,Won't you join in the revelry?
6240,"Big fellows, these wooly yaks..."
6241,Down on the poultry farm.♪
6242,"No pecking now, there's a good chicken."
6243,Any eggs today?
6244,Should probably look busy...
6245,"We'll just tidy up a bit here, shall we?"
6246,I thought we'd never see the ocean again!
6247,I suppose not <Emphasis>all</Emphasis> grown-ups are scary...
6248,"Oh gods, nearly slipped there!"
6249,It's nice to see everyone happy and playing again!
6250,They'll never find me here!
6251,I was <Emphasis>so</Emphasis> sure this was the best hiding place!
6252,She's with Father.
6253,I told her to stay with him.
6254,"She can come and play with us later.
Much later..."
6255,Found you!
6256,Then we'll carry on playing with just the four of us!
6257,Where would we be without our big brother?
6258,We knew we'd find you in the end.
6259,"Even when we're apart, we'll always be together."
6260,She's the youngest...but maybe the cleverest.
6261,She's the only one left.
6262,Here─I've brought your jacket.
6263,"Well, then. Shall we go enjoy the festivities?"
6264,"Why, thank you!"
6265,Give it your best!
6266,The stuffed toys go here.
6267,"Keep it steady, now..."
6268,Go on and give the yak a good shearing!
6269,"Ugh, my nose itches something fierce..."
6270,I want to shoot too...
6271,"No present boxes beyond here, I assure you!"
6272,You'll want to keep to this area.
6273,"You won't find anything this way, oh no."
6274,Help is here!
6275,"This way, allies, comrades, friends!"
6276,"Be careful, vigilant, watchful!"
6277,Remember to take stock at the end of each day.
6278,I-Incredible...
6279,Is that the Azure Dragoon?
6280,To think a dragon would come to our aid...
6281,Such strength...
6282,"You can do it, Brother!"
6283,"Go boom, boom, my beauties!"
6284,Now <Emphasis>this</Emphasis> is what I call a battle!
6285,Our heroes!
6286,Let those blasted Bombards have it!
6287,Those fiends are no match for you!
6288,Ah... Aaah...
6289,For...Garlemald...
6290,Ungh...
6291,"We need a healer, quickly!"
6292,"Hold still, this will only take a moment!"
6293,Fine! I can...stop yelling...hrrrgh...
6294,Can we go home now?
6295,As long as we get the brewery running again...
6296,What is this “cooperation” you speak of?
6297,"I ain't responsible, that's for sure."
6298,Are you versed in moral epistemology? I have questions.
6299,Threat suppressed.
6300,"Join us, friend!"
6301,"Come play, come play!"
6302,Uwaaah!
6303,"Hehe, let's see if you can find it..."
6304,"Take it to Perky Piggy, now."
6305,Won't you play too? 
6306,O-Oh dear...
6307,B-Best of luck...
6308,P-Perky Piggy awaits...
6309,C-Come play with us...
6310,Take the toy to Perky Piggy!
6311,Off to Perky Piggy with you!
6312,Hurry back to Perky Piggy!
6313,Won't you join in the revelry?
6314,Why aren't you taking part?
6315,Please join the fun!
6316,Why not stay and play awhile?
6317,Mighty Moogle is calling!
6318,Chirpy Chocobo is calling!
6319,Perky Piggy is calling!
6320,Why aren't you taking part?
6321,Please join the fun!
6322,"Join us, friend!"
6323,Wait for meee!
6324,"Keep running, we're almost there!"
6325,"Celebrate good times, come on!"
6326,Are we all here?
6327,What a crowd!
6328,Huzzah!
6329,My body is ready!
6330,How exciting!
6331,"<wheeze> Ugh, I've got a stitch..."
6332,I've been looking forward to this!
6333,"Let rip with the aetheromatic clipper, kupo!"
6334,"Chirpy Chocobo is a real fleece fiend, if you know what I mean."
6335,We must do all we can to aid the Bozjans.
6336,Hyaaah!
6337,Here's what we know so far...
6338,"All right lads, listen carefully..."
6339,"It's the Eastern alliance, thank the gods! ...Or the kami! Whichever you prefer."
6340,There's something<Emphasis> off</Emphasis> about that Garlean fleet...
6341,We won't be dying today.
6342,
6343,
6344,
6345,
6346,
6347,
6348,
6349,
6350,
6351,
6352,"Off we go, then!"
6353,"Now we run.
Try to keep up!"
6354,Up here.
6355,"The Rostra...
Not far now."
6356,Over this way!
6357,"Ungh... Someone, help..."
6358,Follow my lead!
6359,She's fond of perusing the stalls here.
6360,"Hmm... If she's not here, where could she be?"
6361,In one of these pots? Perhaps not...
6362,I've never known her to be <Emphasis>this</Emphasis> elusive.
6363,This way!
6364,Help...
6365,So cold...
6366,Why me?
6367,Take me home...
6368,I do so enjoy receiving letters.
6369,I know!
6370,Thank heavens for good news.
6371,What a delightful gift!
6372,I thought you'd like it.
6373,These festivities certainly are...festive.
6374,<squeal> <squeal>
6375,"Now, which fish shall I look at next...?"
6376,"Busy, busy, busy."
6377,It's so hot... Can't breathe...
6378,"Please, no! You must hold on!"
6379,The plague will consume us all!
6380,I... I need...water...
6381,I can't take it anymore...
6382,Phew. Time for a break.
6383,Make way! Coming through!
6384,"Oh me, oh my, look at the time!"
6385,"I'm late! For a very important...
appointment!"
6386,All right! On to the next one!
6387,"So much to do, so little time!"
6388,Wait... Where was I supposed to go again?
6389,"<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>. Is aught the matter?"
6390,Hm...?
6391,Please...don't leave me to die here.
6392,Who's there...?
6393,At last our time is come. Mercy for us all.
6394,Ra-la shall set all to rights.
6395,"Ra-la, I beseech you─free me from this mortal coil!"
6396,Ra-la...?
6397,We're going through whether you like it or not!
6398,Stop wasting time!
6399,That seems to have been the limit of the tower's defenses.
6400,"From what I can tell, the summonings appear to be over."
6401,No belief is sacred to these Telophoroi...
6402,"They were nimble fighters, I'll give them that."
6403,"The embodiment of Garlemald's hopes and dreams, eh?"
6404,No one would wish for such an abomination...
6405,What doth lie within these countless vials?
6406,Where are Zenos and Fandaniel!?
6407,How could love for one's nation give rise to such a monstrosity?
6408,Agony made flesh...
6409,The orchestrators of this chaos are nowhere to be seen.
6410,"That was the worst of them...or at least, I <Emphasis>hope</Emphasis> it was."
6411,I see no trace of the person it once was.
6412,The horrors of Amaurot born anew...
6413,...
6414,Vrtra is close... Still fighting in the skies above.
6415,This must be the blasphemy they spoke of...
6416,Let us leave the rest to Emet-Selch.
6417,A merry chase he led us on.
6418,Hopefully he has calmed down a little...
6419,Some things can't be washed away.
6420,Ysayle...
6421,I sense yet a presence...
6422,He's not gone!
6423,This is becoming tiresome.
6424,Such was the strength of her faith in us.
6425,"Life is a struggle, but its worth is no lie!"
6426,I never thought we'd end up fighting Hydaelyn Herself...
6427,I trust you're still in one piece?
6428,'Twould appear we have proven equal to the challenge.
6429,I hope that'll suffice!
6430,And so it ends...
6431,All in a day's work...
6432,A battle that would go down in history...were there anyone but us to tell the tale.
6433,At least now we have an idea of what drives her.
6434,I shudder to think how many more worlds she watched fall.
6435,A great dread nigh beyond description yet hangeth on the air.
6436,"However deep the despair, we cannot give up!"
6437,"They attained paradise, and yet it proved their unmaking... Not at all what I expected."
6438,I am no stranger to despair. I would not be here with you otherwise.
6439,A calamity of disease or war I can understand. But paradise?
6440,Yaaay!
6441,You can do it!
6442,Run! Faster!
6443,Stay strong! Every life we save matters!
6444,Gracious Mrga...grant your strength to the Radiant Host!
6445,Yes! We must save all we can!
6446,Why...!? The horror!
6447,Urgh...
6448,<pant> <wheeze> 
6449,Am I... Am I alive...?
6450,I don't want to die! Not here! Not like this!
6451,"By the gods, say something! Please!"
6452,No... Gods have mercy!
6453,Such power! I can scarcely believe it!
6454,Hssssss!
6455,Gah... Hah...
6456,"O Ra-la, bringer of sweet oblivion! Hear our prayers!"
6457,"Please, O merciful Ra-la! Free us from the shackles of mortality!"
6458,Only in death may we find peace!
6459,From nothing we were born! To nothing must we return!
6460,"On golden wings, it comes. Sweet oblivion!"
6461,By golden wings shall we know our end!
6462,Readying aether. Please stand back.
6463,"Ready to discharge. Test subjects, please gather near."
6464,Caw! Caw!
6465,"Ah, so that's how it's done..."
6466,We succeeded!
6467,"We've won, but the question remains..."
6468,Whence did this hellscape arise?
6469,We only need seal him away.
6470,Hesperos... Why?
6471,<pant> <pant>
6472,Who are you!? Stay away!
6473,"When's the
walk-off?"
6474,Looking good!
6475,"<gasp> Is that
the Songbirds?"
6476,I can't wait!
6477,Such style!
6478,"Oh, how cute!"
6479,"Start the
show already!"
6480,"Ulala!
I love you!"
6481,"It feels like
it's been ages... "
6482,"Masha!
Marry me!"
6483,"You're gorgeous,
Narumi!"
6484,"I'd like to try
wearing that myself!"
6485,Yaaay!
6486,"Oh, yeah!"
6487,Wahoo!
6488,"Enjoy the show,
everyone!"
6489,"See you again
soon!"
6490,"We missed
you all!"
6491,"Farewell
for now!"
6492,"Did you
miss us?"
6493,Bye now!
6494,Caw! Caw!
6495,Waaak! Waaak!
6496,Coo... Coo...
6497,"Looks like they're ready.
All right, here I go!"
6498,Haaah!
6499,Just warming up!
6500,
6501,It's pleasant here amongst the trees...
6502,But we really should move along.
6503,"Keep to the path.
Straight ahead!"
6504,We cross this bridge.
6505,Quick and quiet as a mouse...
6506,Is s-someone there?
6507,Y-You won't catch me!
6508,Gwaaargh...
6509,Look! It's snowing!
6510,"Oh, how beautiful!"
6511,You two aren't cold?
6512,"Come forth, you curious beast! Heh heh heh..."
6513,I'm the most beautiful of them all!
6514,Kweh!
6515,
6516,"Now shall we─ Oh godsdammit, not again..."
6517,It's this way!
6518,What if she's been abducted!?
6519,"Shhh! Step softly, will you? You will wake them."
6520,Neigh...!
6521,Hurry now! Time is of the essence!
6522,"To the next job, quickly now!"
6523,We've work over here to be getting on with!
6524,"This next tune-up ought to be our last, I dare say!"
6525,"Pick up the pace, everyone!"
6526,We're certainly on the move now!
6527,"Whistle while you work, friends!"
6528,"Nearly done now, everyone!"
6529,"Do slow down, won't you? I-I can't keep up!"
6530,"W-Wait for me, I beg you!"
6531,"O-Oh dear... My legs, they're so stiff!"
6532,I...I can't go on. Leave me... 
6533,This new armor is so heavy I can barely move a muscle...
6534,"If you had muscles to move, you wouldn't be whinging like that."
6535,This thesis is most intriguing. We ought to bring this up with the Forum. 
6536,Do me a favor and gather all the information you can about the author.
6537,"As YoU wIsH, iT sHaLl Be DoNe."
6538,"Hey, I was looking all over for you two!"
6539,"At this rate, these flowers will wilt before the customer picks them up..."
6540,Hm... It would seem the old methods are simply not productive anymore.
6541,"I'm simply famished, yet I can't decide what I'd like to eat!"
6542,I'm looking for materials on the Calamity of Fire... Do you know of any offhand?
6543,Is this it? Damn it all... I'm having a devil of a time finding that tome.
6544,"I shouldn't spend my research grant on personal items, but...maybe just this once? "
6545,Nothing beats a fresh brew from the Last Stand!
6546,I hereby swear: I shall become an Archon if it's the last thing I do!
6547,Is this all the cargo? I should triple-check...
6548,"Mom said we'd head home half an hour ago, but they keep talking..."
6549,That tome... Could it be...?
6550,How do we feel about the Forum's actions as of late?
6551,Permit me to share my thoughts about today's lecture. You see... 
6552,"The ship should be arriving soon, but I don't see anything in the offing..."
6553,See here? This cannot be right. We'll have to start again.
6554,Let's see... Is this everything to be transported to Labyrinthos?
6555,You seem a bit burdened with work. Shall I lend you a hand?
6556,Did you hear about the consortium?
6557,May these days of ease and comfort last forevermore... 
6558,"All done with your shopping, I hope? Or do you have to run back <Emphasis>again</Emphasis>?"
6559,"Have a care and take a step back, would you? I won't have you distracting me."
6560,"Welcome, travelers, to the vibrant city of Radz–at–Han!"
6561,"Let's see, what would keep the senses sharp even in the small hours?"
6562,Seems we need more medicines and philters.
6563,"So, the thing about a good merchant is... "
6564,Never do I feel more myself than when I watch a performance.
6565,How fare the markets of late?
6566,Do you not see it? We will never again have such an opportunity for expansion!
6567,"All you could possibly want, we have for you right here! And at the best prices, no less!"
6568,"I've seen naught better, 'tis true, but my coinpurse is rather...light these days."
6569,These colors are truly exquisite. So vibrant!
6570,"One final touch remains, and then I shall be finished."
6571,"The soil is good, the water is clear─I could not ask for better conditions."
6572,"No, I'm good this ti─oh, wait! There's one more thing. But I promise this is it!"
6573,"Goodness me, where to start?"
6574,"And all this is meant for...ah yes, Sharlayan Hamlet."
6575,"These conditions are excellent, so they should keep a great while."
6576,"Gesticulate at me all you like, but that specimen is in need of another test."
6577,"Why, just look at them. They'll grow up big and strong soon enough!"
6578,"One must always be learning, even during periods of rest."
6579,"You call these documents research?
They're not even worth wiping the privy floor with!"
6580,I've not heard a thing about when the blasted research is due! You?
6581,"All appears very much in order here, I would say."
6582,"Check it again, would you? We cannot be too careful. "
6583,Could we not expand the markets? Open a few new shops?
6584,Gently... Gently now... Remember what happened last time.
6585,I must remain calm. I must find my inner peace. Breathe in... Breathe out.
6586,I will hone both my mind and my body into the satrap's sharpest blade!
6587,Am I ever glad to be stationed so close to a campfire!
6588,"This is perilous terrain, you hear me? Keep your guard up at all times!"
6589,"What wretched weather to be laboring in.
As if this work weren't hard enough!"
6590,You there! Empty your satchel right now!
6591,"If any of these get too damp,
it could spell trouble for us."
6592,It...hurts... 
6593,"Why did I live,
when so many others...?"
6594,"The air is ice itself.
I may freeze to death at this rate."
6595,<sniffle> I-I'm hungry...!
6596,Damn it all...! Is there truly nothing to be done!?
6597,"M-My wife, my daughter, too... Th-They both... "
6598,Processing power: optimal. Overall status: fantastic!
6599,"Listen, everyone, or you'll miss your next assignments!"
6600,"Oh goodness me, what was I told to do again?"
6601,"Suppose this needs an overhaul, now they've changed specifications on us."
6602,"Th-This is much taller than I initially thought. Oh dear, I feel dizzy."
6603,"Well, this will all need to be redone, I imagine."
6604,"There must be something to be done about this. Come now, think, think, think... "
6605,High time we got serious─put our backs into it!
6606,I...just can't seem to...<yawn> stop nodding off... 
