key,0,1,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
69563,A Seaside Story,LucKsa211_04027,ACTOR0,BIND_ACTOR_01,SCREENIMAGE1,LOC_ACTION_01,ACCEPT_RLV,ACCEPT_REXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69564,One Man's Relic,LucKsa212_04028,ACTOR0,ACTOR1,ITEM0,INSTANCEDUNGEON0,ACCEPT_REXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69565,Let Me Holster That for You,LucKsa213_04029,ACTOR0,RITEM0,SE_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69566,Open and Inviting,SubGsc108_04030,ACTOR0,SCREENIMAGE0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69567,Duty in the Sky with Diamond,LucKyw401_04031,ACTOR0,ACTOR1,ACTOR2,POPRANGE0,ACTOR3,TERRITORYTYPE0,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,POPRANGE1,ACTOR13,INSTANCEDUNGEON0,TERRITORYTYPE1,POPRANGE2,ACTOR14,ACTOR15,ACTOR16,ACTOR17,ACTOR18,POPRANGE3,ACTOR19,ACTOR20,LOC_QST_TOWER_01,LOC_ENPC_MNAAGO_01,LOC_LEVEL_ENPC_LEADER_01,LOC_LEVEL_ENPC_RESIS_01,LOC_LEVEL_ENPC_RESIS_02,LOC_LEVEL_ENPC_RESIS_03,LOC_LEVEL_ENPC_SEV_01,LOC_LEVEL_ENPC_GAI_01,LOC_LEVEL_ENPC_SEV_02,LOC_LEVEL_ENPC_CID_01,LOC_LEVEL_ENPC_VAL_01,LOC_SCREENIMAGE_WEAPON_01,LOC_LEVEL_ENPC_CHO_01,LOC_ENPC_SEV_01,LOC_BGM_GUARDIAN_01,LOC_BGM_STORM_SORROW_01,LOC_BGM_JOB_01,LOC_BGM_EVENTBATTLE_01,LOC_NCUT_01,LOC_NCUT_02,LOC_NCUT_03,LOC_NCUT_04
69568,Forever at Your Side,LucKyw402_04032,ACTOR0,ACTOR1,ACTOR2,ACTOR3,TERRITORYTYPE0,POPRANGE0,POPRANGE1,ACTOR4,EOBJECT0,EVENTACTION0,ACTOR5,ACTOR6,POPRANGE2,ACTOR7,LOC_NCUT_01,LOC_NCUT_02,LOC_ENPC_CHILD_01,LOC_LEVEL_ENPC_CHO_01,LOC_LEVEL_ENPC_VAL_01,LOC_LEVEL_ENPC_SEV_01,LOC_LEVEL_ENPC_ALI_01,LOC_ENPC_CHILD_02,LOC_ENPC_CHILD_03,LOC_ENPC_HIGH_OFFICE_01,LOC_ENPC_CHILD_EX_01,LOC_ENPC_CHILD_EX_02,LOC_ENPC_CHILD_EX_03,LOC_ENPC_CHILD_EX_04,LOC_ENPC_CHILD_EX_05,LOC_ENPC_CHILD_EX_06,LOC_ENPC_RES_EX_01,LOC_ACT_BASE_01,LOC_LEVEL_ENPC_MOB_01,LOC_LEVEL_ENPC_MOB_02,,,,,,,,,,,,,,,,
69569,To Be Second Best,XxbKbc008_04033,ACTOR0,ACTOR1,EOBJECT0,EVENTACTION0,ACTOR2,POPRANGE0,ACTOR3,LOC_ACTOR0,LOC_ACTOR1,NCUT_0,LOC_POS_ACTOR0,LOC_ACTION0,INVIS_ACTOR_00,INVIS_ACTOR_01,INVIS_ACTOR_02,INVIS_ACTOR_03,INVIS_ACTOR_04,INVIS_ACTOR_05,EVENT_PICT_LUCKBC008_01,EVENT_PICT_LUCKBC008_02,LOC_BGM0,LOC_ACTOR_RE0,LOC_POS_ACTOR_RE0,LOC_POS_ACTOR_RE1,LOC_SE_RE0,LOC_SE_RE1,QST_ACCEPT_CHECK_01,INVIS_ACTOR_06,,,,,,,,,,,,,,,,,,,,,,
69570,Konogg,LucKta501_04034,ACTOR0,ACTOR1,POPRANGE0,ACTOR2,ACTOR3,POPRANGE1,EOBJECT0,ACTOR4,POPRANGE2,ACTOR5,ACTOR6,ACTOR7,ACTOR8,EOBJECT1,EVENTACTION0,POPRANGE3,ACTOR9,LOC_KONG_NOMET,LOC_ACTION_TAORERU,LOC_POS_KONOG_BED,LOC_BIND_ISAMA,LOC_BIND_KYOBEN,LOC_BIND_RIKO,LOC_BIND_YOWAKI,LOC_OYAKATA,LOC_TWOB,LOC_NINES,LOC_MOTION_TAOE,LOC_ANOG,LOC_BIND_OYAKATA_SEQ3,LOC_TWOB_POS,LOC_NINES_POS,LOC_N4F2_OYAKATA_POS,LOC_SE_NUNO,LOC_MAT_POS,LOC_BGM_KAERANAI_MAIN,LOC_BGM_ITSUWARI,LOC_BGM_TINTSU,LOC_MEKIKI,LOC_TIKARA,,,,,,,,,,
69571,Brave New World,LucKta502_04035,ACTOR0,EOBJECT0,INSTANCEDUNGEON0,POPRANGE0,ACTOR1,POPRANGE1,ACTOR2,ACTOR3,ACTOR4,TERRITORYTYPE0,POPRANGE2,ACTOR5,NCUT_LUCKTA04010,NCUT_LUCKTA04020,UNLOCK_IMAGE_DUNGEON,HOW_TO_WEEK_REWARD,HOW_TO_ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69572,It Takes a Village,LucKta503_04036,ACTOR0,ACTOR1,ACTOR2,ITEM0,POPRANGE0,ACTOR3,ACTOR4,EOBJECT0,ACTOR5,EOBJECT1,EVENTACTION0,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,LOC_POS_N4E8_OYAKATA,LOC_POS_N4E8_MOBA,LOC_POS_N4E8_MOBB,LOC_OYAKATA,LOC_GRAG,LOC_YOWAKI,LOC_KYOBEN,LOC_RIKO,LOC_ISAMASHI,LOC_YOZIN,LOC_POS_N4E8_RIKO,LOC_POS_N4E8_MOBC,LOC_POS_N4E8_ISAMASHI,LOC_POS_N4E8_YOWAKI,BIND_GRAG,LCUT_TENIMUNE,LOC_EQUIP0,LOC_KAOOOU,LOC_RIGHT_DIR,LOC_BGM_KAERANAI,LOC_BGM_BASHO,LOC_BGM_BONYOU,LOC_BGM_KAERANAI_MAIN,LOC_ATAMA,,,,,,,,
69573,In the Queen's Image,LucKsa250_04037,ACTOR0,ACTOR1,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTION_01,LOC_ACTION_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69574, Change of Arms,LucKsa251_04038,ACTOR0,RITEM0,PALADIN_WEAPON_MAIN,PALADIN_WEAPON_SUB,MONK_WEAPON,WARRIOR_WEAPON,DRAGOON_WEAPON,BARD_WEAPON,WHITEMAGE_WEAPON,BLACKMAGE_WEAPON,SUMMONER_WEAPON,SCHOLAR_WEAPON,NINJA_WEAPON,MACHINIST_WEAPON,DARKKNIGHT_WEAPON,ASTROLOGIAN_WEAPON,SAMURAI_WEAPON,REDMAGE_WEAPON,GUNBREAKER_WEAPON,DANCER_WEAPON,REDMAGE_WEAPON_ORB,BASE_PALADIN_WEAPON_MAIN,BASE_PALADIN_WEAPON_SUB,BASE_MONK_WEAPON,BASE_WARRIOR_WEAPON,BASE_DRAGOON_WEAPON,BASE_BARD_WEAPON,BASE_WHITEMAGE_WEAPON,BASE_BLACKMAGE_WEAPON,BASE_SUMMONER_WEAPON,BASE_SCHOLAR_WEAPON,BASE_NINJA_WEAPON,BASE_MACHINIST_WEAPON,BASE_DARKKNIGHT_WEAPON,BASE_ASTROLOGIAN_WEAPON,BASE_SAMURAI_WEAPON,BASE_REDMAGE_WEAPON,BASE_GUNBREAKER_WEAPON,BASE_DANCER_WEAPON,QUEST_LUCKSA251,LOC_ACTION_01,LOC_ACTION_02,LOC_MARKER_01,LOC_SE_01,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTION_03,,,
69575,The Resistance Remembers,LucKsa252_04039,ACTOR0,ACTOR1,RITEM0,RITEM1,QUEST_JOBREL500,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTOR_03,LOC_ACTOR_04,LOC_ACTION_01,LOC_ACTION_02,LOC_ACTION_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69576, A New Path of Resistance,LucKsa253_04040,ACTOR0,ACTOR1,RITEM0,PALADIN_WEAPON_MAIN,PALADIN_WEAPON_SUB,MONK_WEAPON,WARRIOR_WEAPON,DRAGOON_WEAPON,BARD_WEAPON,WHITEMAGE_WEAPON,BLACKMAGE_WEAPON,SUMMONER_WEAPON,SCHOLAR_WEAPON,NINJA_WEAPON,MACHINIST_WEAPON,DARKKNIGHT_WEAPON,ASTROLOGIAN_WEAPON,SAMURAI_WEAPON,REDMAGE_WEAPON,GUNBREAKER_WEAPON,DANCER_WEAPON,REDMAGE_WEAPON_ORB,BASE_PALADIN_WEAPON_MAIN,BASE_PALADIN_WEAPON_SUB,BASE_MONK_WEAPON,BASE_WARRIOR_WEAPON,BASE_DRAGOON_WEAPON,BASE_BARD_WEAPON,BASE_WHITEMAGE_WEAPON,BASE_BLACKMAGE_WEAPON,BASE_SUMMONER_WEAPON,BASE_SCHOLAR_WEAPON,BASE_NINJA_WEAPON,BASE_MACHINIST_WEAPON,BASE_DARKKNIGHT_WEAPON,BASE_ASTROLOGIAN_WEAPON,BASE_SAMURAI_WEAPON,BASE_REDMAGE_WEAPON,BASE_GUNBREAKER_WEAPON,BASE_DANCER_WEAPON,QUEST_LUCKSA253,LOC_ACTION_01,LOC_ACTION_02,LOC_MARKER_01,LOC_SE_01,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTOR_03,LOC_SE_02,LOC_SE_03
69577,Forged Anew,LucKsa299_04041,ACTOR0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69578,The Risensong Quarter,LucKha031_04042,ACTOR0,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ENPC_ID_0,LOC_ENPC_ID_1,LOC_ENPC_ID_2,LOC_ENPC_ID_3,LOC_ENPC_ID_4,LOC_ENPC_ID_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69579,Komra Wasn't Built in a Day,LucKta510_04043,ACTOR0,ACTOR1,LOC_OYAKATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69580,A Message from Konogg,LucKta511_04044,ACTOR0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69581,Dwarves of a Beard,LucKta512_04045,ACTOR0,LOC_RIKO,LOC_GLAG,LOC_YOWAKI,ACTION_TIMELINE_EVENT_DIGGY2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69582,Strange Glagg,LucKta513_04046,ACTOR0,LOC_GLAG,ACTION_TIMELINE_EVENT_DIGGY2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69583,Dwarves of a Beard Freshened,LucKta514_04047,ACTOR0,LOC_ISAMASHI,LOC_GLAG,ACTION_TIMELINE_EVENT_DIGGY2,LOC_KAOOOU,LOC_BGM_WARETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69584,Stranger Glagg,LucKta515_04048,ACTOR0,LOC_YOWAKI,LOC_BGM_BONOYOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69585,All's Well That Ends with Ale,LucKta516_04049,ACTOR0,NCUT_LUCKTA04030,LOC_OYAKATA,LOC_OYAKATA_MUKOU,LOC_OYAKATA_TIKAKU,LCUT_TENIMUNE,LOC_BGM_ITUWARI,LOC_BGM_KAERANAI_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69586,All That Grinds Is Not Gloom,LucKta521_04050,ACTOR0,EOBJECT0,EVENTACTION0,EOBJECT1,ITEM0,QST_LUCKTA521,QST_LUCKTA511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69587,The Merchant of Komra,LucKta522_04051,ACTOR0,EOBJECT0,EVENTACTION0,ITEM0,EOBJECT1,ITEM1,EOBJECT2,ITEM2,QST_LUCKTA522,QST_LUCKTA513,BIND_YOWAKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69588,How to Catch an Automaton,LucKta523_04052,ACTOR0,ITEM0,ACTOR1,ACTOR2,ENEMY0,ITEM1,QST_LUCKTA523,QST_LUCKTA515,BIND_YOWAKI,BIND_RIKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69589,Whence the Heart Leads,LucKta601_04053,ACTOR0,ACTOR1,POPRANGE0,EOBJECT0,NCUT_LUCKTA04040,NCUT_LUCKTA04050,ACTION_TIMELINE_PUTHANDONCHEST,LOC_BGM_KAERANAI_M,LOC_EOBJ001,LOC_POS_PC,LOC_POS_EOBJ,LOC_OYAKATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69590,The Great Horn Heist,FesGsc501_04054,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ITEM0,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,ACTOR13,ACTOR14,ACTOR15,ACTOR16,ACTOR17,ACTOR18,ACTOR19,EOBJECT0,ACTOR20,QST_COMP_CHK1,QST_COMP_CHK2,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR6,LOC_ACTOR8,LOC_ACTOR9,LOC_ACTOR16,LOC_ACTOR18,LOC_SE_01,LOC_ACTOR19,LOC_ACTOR20,LOC_LEVEL_CUT_POS0,LOC_LEVEL_CUT_POS1,LOC_LEVEL_CUT_POS2,LOC_LEVEL_CUT_POS3,LOC_MOTION1,,,,,,,,
69591,A Token of Thanks,FesGsc502_04055,ACTOR0,ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69592,The Great Horn Heist Redux,FesGsc503_04056,ACTOR0,ITEM0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,ACTOR13,ACTOR14,EOBJECT0,ACTOR15,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR6,LOC_ACTOR8,LOC_ACTOR9,LOC_ACTOR16,LOC_ACTOR18,LOC_SE_01,LOC_ACTOR19,LOC_ACTOR20,LOC_LEVEL_CUT_POS0,LOC_LEVEL_CUT_POS1,LOC_LEVEL_CUT_POS2,LOC_LEVEL_CUT_POS3,LOC_MOTION1,,,,,,,,,,,,,,,
69593,The Dragon Made,SubCts827_04057,ACTOR0,EOBJECT0,EVENTACTION0,ITEM0,EOBJECT1,LOC_IDLE_00,LOC_ACTOR_00,MOUNT_KIRIN,MOUNT_HOUOU,MOUNT_KYUBI,NCUT_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69594,Unto the Breach,LucKmk101_04058,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,CUTSCENE0,CUTSCENE1,LCUT_ACTOR0,LCUT_ACTOR1,LCUT_ACTOR2,LCUT_ACTOR3,LCUT_ACTOR4,LCUT_ACTOR5,LCUT_ACTOR6,BIND_ACTOR0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69595,Here Be Dragons,LucKmk102_04059,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,EOBJECT0,ACTOR7,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,POPRANGE0,ACTOR13,ACTOR14,ACTOR15,ACTOR16,CUTSCENE0,BIND_ACTOR0,BIND_ACTOR1,BIND_ACTOR2,BIND_ACTOR3,BIND_ACTOR4,BIND_ACTOR5,BIND_ACTOR6,LCUT_ACTOR0,EVENT_PICTRUE01,LOC_MOTION0,,,,,,,,,,,,,,,,,,,,
69596,Righteous Indignation,LucKmk103_04060,ACTOR0,ACTOR1,ACTOR2,ACTOR3,EOBJECT0,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ITEM0,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,ACTOR13,ACTOR14,ACTOR15,ACTOR16,ACTOR17,CUTSCENE0,BIND_ACTOR0,BIND_ACTOR1,BIND_ACTOR2,BIND_ACTOR3,BIND_ACTOR4,BIND_ACTOR5,BIND_ACTOR6,BIND_ACTOR7,BIND_ACTOR8,BIND_ACTOR9,LCUT_ACTOR0,LCUT_ACTOR1,LCUT_ACTOR2,LCUT_ACTOR3,LOC_MOTION0,LOC_MOTION1,LOC_MOTION2,LCUT_SE_ID_EVENT_LIFE_SUPPORT_START,LCUT_SE_ID_EVENT_SUPPORT_WORK,LCUT_SE_ID_EVENT_ALERT_BIG,LCUT_SE_ID_EVENT_ALERT_SMALL,LCUT_SE_ID_EVENT_SEARCH_HIT,QST_CHK_00,,,,,,
69597,For Vengeance,LucKmk104_04061,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,EOBJECT0,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,CUTSCENE0,BIND_ACTOR0,BIND_ACTOR1,BIND_ACTOR2,BIND_ACTOR3,BIND_ACTOR4,BIND_ACTOR5,BIND_ACTOR6,BIND_ACTOR7,BIND_ACTOR8,LOC_EOBJ0,EVENT_PICTRUE01,EVENT_PICTRUE02,EVENT_PICTRUE03,LCUT_ACTOR0,LCUT_ACTOR1,LCUT_ACTOR2,LCUT_ACTOR3,LCUT_ACTOR4,LOC_BGM_01,LCUT_VFX0,LOC_MOTION0,LOC_MOTION1,LOC_MOTION2,LOC_MOTION3,LCUT_SE_ID_EVENT_LIFE_SUPPORT_START,LCUT_SE_ID_EVENT_SUPPORT_WORK,LCUT_SE_ID_EVENT_ALERT_BIG,LCUT_SE_ID_EVENT_ALERT_SMALL,LCUT_SE_ID_EVENT_SEARCH_HIT,,,,,,,,
69598,The Flames of War,LucKmk105_04062,ACTOR0,ACTOR1,ACTOR2,ACTOR3,POPRANGE0,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,INSTANCEDUNGEON0,ACTOR11,ACTOR12,ACTOR13,ACTOR14,ACTOR15,ACTOR16,ACTOR17,POPRANGE1,TERRITORYTYPE0,ACTOR18,BIND_ACTOR01,BIND_ACTOR02,BIND_ACTOR03,BIND_ACTOR04,BIND_ACTOR05,BIND_ACTOR06,LOC_ACTOR_01,LOC_ACTOR_02,SCREENIMAGE0,CUT_SCENE_01,CUT_SCENE_02,LOC_BGM_01,BIND_ACTOR07,BIND_ACTOR08,BIND_ACTOR09,LOC_ACTION_01,,,,,,,,,,,
69599,When the Dust Settles,LucKmk106_04063,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,ACTOR11,POPRANGE0,ACTOR12,ACTOR13,ACTOR14,ACTOR15,ACTOR16,ACTOR17,ACTOR18,TERRITORYTYPE0,POPRANGE1,ACTOR19,ACTOR20,BIND_ACTOR01,BIND_ACTOR02,BIND_ACTOR03,BIND_ACTOR04,BIND_ACTOR05,BIND_ACTOR06,LOC_ACTOR_01,BIND_ACTOR07,BIND_ACTOR08,LOC_ACTOR_02,BIND_ACTOR09,BIND_ACTOR10,BIND_ACTOR11,BIND_ACTOR12,BIND_ACTOR13,BIND_ACTOR14,CUT_SCENE_01,CUT_SCENE_02,CUT_SCENE_03,CUT_SCENE_04,LOC_ACTOR_03,BIND_ACTOR15,INVIS_ACTOR_01,,,
69600,The Company We Keep,LucKml101_04064,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,POPRANGE0,ACTOR10,ACTOR11,ACTOR12,ACTOR13,ACTOR14,ACTOR15,ACTOR16,CUTSCENE0,BIND_ACTOR0,BIND_ACTOR1,BIND_ACTOR2,BIND_ACTOR3,BIND_ACTOR4,BIND_ACTOR5,BIND_ACTOR6,BIND_ACTOR7,BIND_ACTOR8,BIND_ACTOR9,BIND_ACTOR10,LCUT_ACTOR0,LCUT_ACTOR1,LCUT_ACTOR2,LCUT_ACTOR3,LCUT_ACTOR4,LCUT_ACTOR5,LCUT_ACTOR6,LCUT_ACTOR7,LCUT_ACTOR8,LCUT_ACTOR9,LCUT_ACTOR10,QST_CHK_01,LCUT_POS0,INVIS_ACTOR0,,,,,,
69601,On Official Business,LucKml102_04065,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,POPRANGE0,ACTOR10,ACTOR11,ACTOR12,ACTOR13,TERRITORYTYPE0,ACTOR14,ACTOR15,ACTOR16,CUTSCENE0,BIND_ACTOR0,BIND_ACTOR1,BIND_ACTOR2,BIND_ACTOR3,BIND_ACTOR4,BIND_ACTOR5,BIND_ACTOR6,BIND_ACTOR7,BIND_ACTOR8,BIND_ACTOR9,BIND_ACTOR10,BIND_ACTOR11,BIND_ACTOR12,BIND_ACTOR13,BIND_ACTOR14,BIND_ACTOR15,BIND_ACTOR16,BIND_ACTOR17,BIND_ACTOR18,BIND_ACTOR19,LCUT_ACTOR0,LCUT_ACTOR1,LCUT_ACTOR2,LCUT_ACTOR3,,,,,,
69602,Death Unto Dawn,LucKml103_04066,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,TERRITORYTYPE0,POPRANGE0,ACTOR5,ACTOR6,ACTOR7,ACTOR8,POPRANGE1,TERRITORYTYPE1,QUESTBATTLE0,ACTOR9,EOBJECT0,TERRITORYTYPE2,ACTOR10,ACTOR11,ACTOR12,ACTOR13,ACTOR14,ACTOR15,ACTOR16,ACTOR17,ACTOR18,CUTSCENE0,CUTSCENE1,CUTSCENE2,CUTSCENE3,CUTSCENE4,LCUT_BGM0,LOC_BGM_01,BIND_ACTOR0,BIND_ACTOR1,BIND_ACTOR2,BIND_ACTOR3,BIND_ACTOR4,BIND_ACTOR5,BIND_ACTOR7,BIND_ACTOR8,BIND_ACTOR9,BIND_ACTOR10,BIND_ACTOR11,BIND_ACTOR12,BIND_ACTOR13,BIND_ACTOR14,LCUT_ACTOR0,LCUT_ACTOR1,INVIS_ACTOR0
69603,Sage's Path,AktKbb101_04067,CLASSJOB,ACTOR0,ACTOR1,NCUT_EVENT_AKTKBB101_01,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTION_01,JOBSTONE_MODEL,UNLOCK_IMAGE_CLASS,SUB_MODEL,HOW_TO_CLASS_CHANGE,HOW_TO_JOB,UNLOCK_IMAGE_JOBCHANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69604,Sage's Focus,AktKbb102_04068,ACTOR0,ACTOR1,EOBJECT0,EVENTACTION0,POPRANGE0,ACTOR2,EVENTACTION1,ACTOR3,ACTOR4,ACTOR5,TERRITORYTYPE0,QUESTBATTLE0,EOBJECT1,TERRITORYTYPE1,ACTOR6,NCUT_EVENT_AKTKBB102_01,LOC_ACTOR_01,NCUT_EVENT_AKTKBB102_02,NCUT_EVENT_AKTKBB102_03,QST_HEAVNA609,LOC_ACTOR_02,LOC_ACTION_01,LOC_ACTION_02,LOC_ACTION_03,LOC_BGM_01,,,,,,,,,,,,,,,,,,,,,,,,,
69605,Sands of Despair,AktKbb111_04069,ACTOR0,ACTOR1,POPRANGE0,ACTOR2,ACTOR3,POPRANGE1,EVENTRANGE0,ENEMY0,ACTOR4,ACTOR5,ACTOR6,EOBJECT0,ACTOR7,ACTOR8,ACTOR9,ACTOR10,EVENTACTION0,ACTOR11,ACTOR12,ACTOR13,ACTOR14,NCUT_EVENT_AKTKBB111_01,LOC_ACTION_01,LOC_ACTION_02,BIND_ACTOR_01,BIND_ACTOR_02,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTOR_03,LOC_ACTOR_04,LOC_ACTOR_05,LOC_ACTOR_06,LOC_MARKER_01,INVIS_ACTOR_01,INVIS_ACTOR_02,LOC_ACTION_03,LOC_ACTION_04,LOC_ACTION_05,LOC_ACTION_06,LOC_ACTION_07,,,,,,,,,,
69606,A Poisoned Gift,AktKbb121_04070,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTION0,ACTOR5,ACTOR6,ACTOR7,NCUT_EVENT_AKTKBB121_01,BIND_ACTOR_01,BIND_ACTOR_02,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTOR_03,LOC_ACTOR_04,LOC_ACTION_01,LOC_ACTION_02,LOC_BGM_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69607,Pledge of Hope,AktKbb131_04071,ACTOR0,ACTOR1,ACTOR2,EVENTRANGE0,ENEMY0,ACTOR3,ACTOR4,EOBJECT0,ACTOR5,ACTION0,EVENTRANGE1,ENEMY1,ENEMY2,ACTOR6,ACTOR7,EOBJECT1,ACTOR8,ACTOR9,BIND_ACTOR_01,BIND_ACTOR_02,BIND_ACTOR_03,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTION_01,LOC_ACTION_02,LOC_ACTION_03,LOC_VFX_01,LOC_IDLE_01,LOC_ACTION_04,LOC_ACTOR_03,,,,,,,,,,,,,,,,,,,,
69608,Life Ephemeral,AktKbb141_04072,ACTOR0,ACTOR1,ACTOR2,TERRITORYTYPE0,QUESTBATTLE0,EOBJECT0,TERRITORYTYPE1,ACTOR3,ACTOR4,ACTOR5,NCUT_EVENT_AKTKBB141_01,NCUT_EVENT_AKTKBB141_02,BIND_ACTOR_01,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTOR_03,LOC_ACTOR_04,LOC_ACTOR_05,LOC_MARKER_01,LOC_ACTION_01,WS_GET_ACTION,WS_GET_LOG,WS_GET_SKILL,JOBSTONE_MODEL,WS_GET_VFX1,LOC_ACTION_02,BIND_ACTOR_02,BIND_ACTOR_03,LOC_BGM_01,,,,,,,,,,,,,,,,,,,,,
69609,The Killer Instinct,AktKbb201_04073,CLASSJOB,ACTOR0,ACTOR1,ACTOR2,ACTOR3,POPRANGE0,TERRITORYTYPE0,POPRANGE1,ACTOR4,CUTSCENE_01,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR5,LOC_POS_ACTOR0,QST_MANFST503,QST_STMBDA706,QST_STMBDB111,LOC_ENPC0,LOC_ENPC1,LOC_ENPC2,LOC_ENPC3,JOBSTONE_MODEL,UNLOCK_IMAGE_CLASS,LOC_ACTION0,QST_STMBDC108,HOW_TO_CLASS_CHANGE,HOW_TO_JOB,UNLOCK_IMAGE_JOBCHANGE,,,,,,,,,,,,,,,,,,,
